year,month,day,address,category,description
2021,10,17,Hart House Circle,UNWANTED PERSON,A report of a person causing  a disturbance outside of the building. Individual left when directed by officers. 
2021,10,17,371 Bloor Street,PROPERTY DAMAGE,A report of a broken window damaged. 
2021,10,16,Graduate House,TRESPASS TO PROPERTY ACT,A non community member was arrested and released a trespass notice. 
2021,10,16,321 Bloor Street,SUSPICIOUS PERSON,A report of a suspicious person in the building. Officers attended all in order. 
2021,10,15,McLennan Physics,POLICE INFORMATION,A report of a known trespasser inside the building. Officers attended and completed a search with negative results. 
2021,10,15,107 St. George,POLICE ASSISTANCE,A report of suspicious activity in the area. Officers attended and checked the area with negative results. 
2021,10,15,Warren Stevens,POLICE INFORMATION,A report of a verbal dispute resolved without incident. 
2021,10,15,Hart House Circle,POLICE INFORMATION,A report of filming taking place in the area. Unknown if a permit was authorized. All parties gone upon officer arrival. 
2021,10,15,10 King's College Circle,MOTOR VEHICLE COLLISON ,A report of a vehicle hitting a light post causing damage. 
2021,10,14,21 Sussex Avenue ,POLICE ASSISTANCE,A third party report that a person fell down. Officers assisted all in order. 
2021,10,13,107 St. George Street,POLICE ASSISTANCE,A report of garbage left in parking garage. Items removed and disposed of. 
2021,10,13,St. George Street,TRAFFIC CONTROL,A request to assist with traffic control. 
2021,10,13,7 Hart House Circle ,PROPERTY DAMAMGE,A report of damage to a stain glass window. 
2021,10,13,55 Harbord Street,THEFT,A report of a stolen e-bike. 
2021,10,13,McLennan Physics,UNWANTED PERSON,A report of a suspicious person inside the building. Interior check complete with negative results. 
2021,10,13,Sanford Fleming ,THEFT,A report of a stolen bike. 
2021,10,13,McLennan Physics,THEFT,A report of a stolen backpack
2021,10,12,1 Spadina ,PERSON WELFARE CHECK,A report of a person shouting at main entrance of the building. Individual left area prior to officer arrival. 
2021,10,12,1 Spadina ,SUSPICIOUS PERSON,A report of skateboarders in the area. Gone upon officer arrival. 
2021,10,12,80 St. George Street,POLICE INFORMATION,"A report of a technical issue in a lab. EHS was notified, all in order. "
2021,10,12,1 Spadina ,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual was gone upon officer arrival. 
2021,10,12,255 Huron Street,SUSPICIOUS PERSON,A report of a suspicious person inside the building. Individual was gone upon officer arrival. 
2021,10,12,25 Harbord Street,ROBBERY,A report of a Robbery. Investigation on-going at this time. 
2021,10,11,263 McCaul ,SUSPICIOUS INCIDENT,A report of garbage and clothing left at the front entrance. 
2021,10,11,31 King's College Circle ,PERSON WELFARE CHECK,A welfare check was conducted. All in order individual was sleeping. 
2021,10,11,229 College Street,TRESPASS TO PROPERTY,A report of a person on the roof of a building. Officers attended and the individual was trespassed. 
2021,10,11,21 Sussex,MISCHIEF,Graffiti writing observed in several locations around campus 
2021,10,11,150 College Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left upon officer arrival. 
2021,10,9,35 Charles Street,NEIGHBOUR DISPUTE,A report of a verbal dispute. 
2021,10,9,Bahen Centre,POLICE INFORMATION,A report of a non-community member sleeping inside the building. Individual was escorted out of the building and verbally trespassed. 
2021,10,9,89 Chestnut ,FRAUD,A report of an attempted fraud. 
2021,10,9,60 Harbord Street,POLICE ASSISTANCE,A request to assist an outside agency. 
2021,10,8,Robart's Library ,THEFT,A report of stolen office supplies. 
2021,10,8,35 Galbraith ,SUSPICIOUS PERSON,A report of skateboarders in the area. 
2021,10,8,21 Sussex,POLICE ASSISTANCE,A report of an off campus tenant dispute. 
2021,10,8,15 Kings College Circle,ASSAULT,A report of an assault between two non-community members. 
2021,10,8,Rotman School of Management,THREATS,A report of a suspicious email sent out to several individuals. 
2021,10,8,21 Sussex,THEFT,A report of a stolen wallet. 
2021,10,8,Bahen Centre,UNWANTED PERSON,A report of an individual sleeping inside the building. Individual  gathered belongings and left the building upon officer arrival. 
2021,10,8,149 College Street,POLICE ASSISTANCE,A report of an individual laying under a blanket. Officers attended the area all in order. Individual was leaving the area.
2021,10,8,45 Walmer ,SUSPICIOUS INCIDENT,A report of a gas smell in the area. Officers attended all in order. 
2021,10,8,Bahen Centre,SUSPICIOUS INCIDENT,A report of luggage left unattended. Owner of property was located.
2021,10,6,Sidney Smith,THEFT,A report of a stolen cellphone
2021,10,6,35 St. George,MISCHIEF,A report of several skateboarders in the area. All left upon arrival. 
2021,10,6,Robart's Library,THEFT,A report of a stolen laptop
2021,10,6,30 Charles Street,SUSPICIOUS PERSON,A report of suspicious people in the area. All parties left upon officer arrival. 
2021,10,6,21 Sussuex,SUSPICIOUS INCIDENT,A report of a suspicious email. Investigation on-going
2021,10,6,21 Sussex,FRAUD,A person reported an attempted fraud
2021,10,6,21 Sussex,POLICE INFORMATION,A person reported a suspicious call from a unknown person.
2021,10,6,45 Willcocks Street,MISCHIEF,A report of damage to portable toilets and fencing
2021,10,4,89 Charles Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended the area all in order.
2021,10,4,33 Willcocks ,SUSPICIOUS PERSON,A report of a suspicious individuals in the area. Both parties left when directed.
2021,10,4,100 Wellesley Street,PERSON WELL-BEING CHECK,A report of a person laying down in the area. Individual was able to care for themselves all in order.
2021,10,4,Koffler House,SUSPICIOUS INCIDENT ,A report of a suspicious incident. Investigation on going.
2021,10,4,315 Bloor Street,SUSPICIOUS PERSON,A report of a suspicious individuals in the area. Both parties left the area prior to officer arrival.
2021,10,4,404 Huron ,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual left when directed.
2021,10,4,45 Willcocks Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Officers attended but the individual was heading off property.
2021,10,4,41 Willcocks ,INSECURE PREMISE ,Several unsucessful attempts to re-arm building remotely. Campus Safety attended to assist.   
2021,10,4,321 Bloor Street,MISCHIEF ,A report of several skateboarders in the area. All parties left when directed.
2021,10,4,30 Charles Street,SUSPICIOUS PERSON,A report of a suspicious person in the area. Individual was gone upon officer arrival.
2021,10,4,1 Spadina ,SUSPICIOUS INCIDENT ,Hypodermic needles found in the area. Officers attended and disposed of them safely.
2021,10,4,Bahen Centre,THEFT,A report of a bicycle theft.
2021,10,4,569 Spadina ,PERSON WELL-BEING CHECK,A report of a person laying down in the area. Officers attended but the individual was heading off property.
2021,10,4,Northwest Chiller Plant,MISCHIEF,A report of graffiti writing on a fire exit door.
2021,10,4,Lillian Massey ,SUSPICIOUS PERSON,A report of an individual sorting through recycling. Left the area when directed.
2021,10,4,10 King’s College Circle,SUSPICIOUS PERSON,A report of a person yelling at pedestrian’s walking in the area. Individual left area prior to officer arrival. 
2021,10,4,10 King’s College,OTHER PROVINCIAL STATUTES ,A report of several individuals not following PPE guidelines inside the building. Officers attended all in order.
2021,10,4,149 College Street ,ASSAULT,An individual was arrested for an off campus assault.  
2021,10,4,33 Willcocks,SUSPICIOUS PERSON,A report of a suspicious individuals in the area. Both parties left when directed.
2021,10,4,21 Sussex Ave,POLICE ASSISTANCE,A request for assistance regarding an off campus landlord tenant issue.
2021,10,1,"371 BLOOR STREET WEST, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF A MISCHIEF TO MOTOR VEHICLE.  
2021,10,1,"214 COLLEGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,10,1,"11 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  ALL IN ORDER.
2021,10,1,"100 DEVONSHIRE PLACE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,10,1,"111 ST. GEORGE STREET, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF MISCHIEF TO UNIVERSITY PROPERTY.
2021,10,1,"252 BLOOR STREET WEST, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2021,10,1,"80 ST. GEORGE STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,10,1,"35 CHARLES STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  ALL IN ORDER
2021,10,1,"246 BLOOR STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2021,10,1,"60 HARBORD STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  ALL IN ORDER.
2021,10,1,"89 CHESTNUT STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,10,1,"60 HARBORD STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUPSICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRVIAL.
2021,10,1,"100 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  LEFT WHEN DIRECTED BY OFFICERS.
2021,10,1,"44 DEVONSHIRE PLACE, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF MISCHIEF TO UNIVERSITY PROPERTY.
2021,9,30,"255 HURON STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICER ARRIVAL.
2021,9,30,"371 BLOOR STREET WEST, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF A MISCHIEF TO A MOTOR VEHICLE.
2021,9,30,"563 SPADINA CRESCENT, TORONTO",PERSON WELLBEING CHECK,REPORT OF A PERSON LOITERING.  PERSON WAS ABLE TO CARE FOR THEMSELVES AND LEFT WHEN DIRECTED BY OFFICERS.
2021,9,30,"55 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,30,OFF CAMPUS,ASSAULT,REPORT OF AN OFF CAMPUS ASSAULT BY THIRD PARTY.
2021,9,30,"80 ST. GEORGE STREET, TORONTO",THEFT UNDER $5000.00,REPORTED THEFT OF ELECTRONICS AND CREDIT CARD.
2021,9,30,"35 ST. GEORGE STREET, TORONTO",SUSPICIOUS ACTIVITY,REPORT OF SUSPICIOUS ACTIVITY.  ALL IN ORDER.
2021,9,29,"89 CHESTNUT STREET, TORONTO",FRAUD,REPORT OF A FRAUD.  NO FUNDS WERE TRANSFERRED.
2021,9,29,"1 KING'S COLLEGE CIRCLE, TORONTO",SUSPICIOUS ACTIVITY,REPORT OF SUSPICIOUS ACTIVITY.  ALL IN ORDER.
2021,9,28,"27 KING'S COLLEGE CIRCLE, TORONTO",MEDICAL ,REPORT OF A MEDICAL.  NO FURTHER ACTION REQUIRED BY OFFICERS.
2021,9,28,"1 SPADINA CRESCENT, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTION.
2021,9,28,"59 QUEEN'S PARK CRESCENT EAST, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,28,"91 CHARLES STREET WEST, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON. PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,28,"60 HARBORD STREET, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,28,ST. GEORGE STREET &amp; URSULA FRANKLIN STREET,MOTOR VEHICLE COLLISION,REPORT OF A MOTOR VEHICLE COLLISION.  
2021,9,28,"35 ST. GEORGE STREET, TORONTO",UNWANTED PERSON,REPORT OF UNWANTED PERSONS.  ALL IN ORDER.
2021,9,28,"33 WILLCOCKS STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT WHEN DIRECTED BY OFFICERS.
2021,9,28,"170 ST. GEORGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,28,"130 ST. GEORGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,28,"1 SPADINA CRESCENT, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  PARTIES WERE GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,28,"12 QUEEN'S PARK CRESCENT WEST, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  ALL IN ORDER.
2021,9,28,"40 ST. GEORGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,28,"170 COLLEGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,27,OFF CAMPUS,THREATS,REPORT OF THREATS OFF CAMPUS   REFFERED TO TORONTO POLICE SERVICE.
2021,9,27,"35 CHARLES STREET WEST, TORONTO",SUSPICIOUS CIRCUMSTANCES,REPORT OF SUSPICIOUS CIRCUMSTANCES.
2021,9,27,"6 KING'S COLLEGE CIRCLE, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES WERE GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,27,"1 SPADINA CRESCENT, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF MISCHIEF TO PROPERTY.
2021,9,27,"35 ST. GEORGE STREET, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PERSONS LEFT UPON OFFICERS DIRECTION.
2021,9,27,OFF CAMPUS,ASSAULT,REPORT OF AN ASSAULT OFF CAMPUS.  
2021,9,27,"1 SPADINA CRESCENT, TORONTO",TRESPASS TO PROPERTY ACT,REPORT OF PERSONS TRESPASSING.  PARTIES WERE GONE PRIOR TO OFFICERS ARRIVAL. 
2021,9,27,"6 HOSKIN AVENUE, TORONTO",SUSPICIOUS PERSON,REPORT OF A SUSPICIOUS PERSON.  PARTY WAS GONE PRIOR TO OFFICERS ARRIVAL.
2021,9,27,"184 COLLEGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A BICYCLE THEFT.
2021,9,26,"81 ST. MARY STREET, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT PRIOR TO OFFICERS ARRIVAL.
2021,9,26,"21 SSUSEX AVENUE, TORONTO",TELEPHONE CALLS,REPORT OF UNWANTED TELEPHONE CALLS FROM UNKNOWN PARTY.  
2021,9,26,"80 ST. GEORGE STREET, TORONTO",THEFT UNDER $5000.00,REPORT OF A STOLEN BICYCLE.
2021,9,26,"84 QUEEN'S PARK, TORONTO",TRESPASSING,REPORT OF PERSONS TRESPASSING.  PARTIES LEFT UPON OFFICERS DIRECTIONS.
2021,9,26,"40 WILLCOCKS STREET, TORONTO",UNWANTED PERSON,REPORT OF AN UNWANTED PERSON.  PARTY LEFT PRIOR TO OFFICERS ARRIVAL.
2021,9,26,"90 WELLESLEY STREET WEST, TORONTO",MISCHIEF UNDER $5000.00,REPORT OF GRAFFITI (NOT GANG OR HATE RELATED).
2021,9,26,"81 ST. MARY STREET, TORONTO",UNWANTED PERSONS,REPORT OF UNWANTED PERSONS.  PARTIES LEFT PRIOR TO OFFICERS ARRIVAL. ALL IN ORDER.
